ENTRY NAME,CODE,PUBLICATION,WEBSERVER,LINK,FOLDER1,CATEGORY1,SUBCATEGORY1,SUBSUBCATEGORY1,DESCRIPTION,GITHUB_STARS,LAST_COMMIT,LAST_COMMIT_AGO,LICENSE,CITATIONS,JOURNAL,JIF,PAGE_ICON
APBScore,https://github.com/BaoJingxiao/APBScore,https://doi.org/10.1021/acs.jcim.0c00474,,,Structure-based Virtual Screening,Scoring Functions,Machine-learning scoring functions,,Atom Pair Based scoring function.,9,2020-08-06T06:32:41Z,54 months ago,,12,Journal of Chemical Information and Modeling,5.6,material/speedometer
BoostSF-SHAP,https://github.com/sousouhou/BoostSF-SHAP/,https://doi.org/10.1016/j.neucom.2024.129303,,,Structure-based Virtual Screening,Scoring Functions,Machine-learning scoring functions,,Gradient boosting-based software for protein–ligand binding affinity prediction with explanations,0,2025-01-16T08:33:27Z,0 months ago,,0,Neurocomputing,5.5,material/speedometer
CAPLA,https://github.com/lennylv/CAPLA,https://doi.org/10.1093/bioinformatics/btad049,,,Structure-based Virtual Screening,Scoring Functions,Machine-learning scoring functions,,Improved prediction of protein-ligand binding affinity by a deep learning approach based on a cross-attention mechanism.,23,2022-11-09T03:35:04Z,26 months ago,,44,Bioinformatics,4.4,material/speedometer
Censible,https://github.com/durrantlab/censible/,,,,Structure-based Virtual Screening,Scoring Functions,Machine-learning scoring functions,,Predicts small-molecule binding affinities using deep-learning context explanation networks for interpretable output.,9,2025-02-09T05:27:59Z,8 months ago,,,,,material/speedometer
CL-GNN,https://github.com/Shaoruisun/CL-GNN,https://doi.org/10.1021/acs.jcim.4c01290,,,Structure-based Virtual Screening,Scoring Functions,Machine-learning scoring functions,,,4,2024-11-05T01:03:33Z,,,0,Journal of Chemical Information and Modeling,5.6,material/speedometer
CNN,https://github.com/miladrayka/convolutional_neural_networks,,,,Structure-based Virtual Screening,Scoring Functions,Machine-learning scoring functions,,Files for repeating a study on convolutional neural networks and atomic contact features for binding affinity prediction.,1,2023-03-02T10:35:08Z,23 months ago,,,,,material/speedometer
ConBAP,https://github.com/ld139/ConBAP,https://doi.org/10.5281/zenodo.10532672,,,Structure-based Virtual Screening,Scoring Functions,Machine-learning scoring functions,,Protein-Ligand Binding Affinity Prediction with Multimodal Contrastive Learning,5,2024-07-11T12:44:07Z,6 months ago,,0,,,material/speedometer
CPIScore,https://github.com/liang2508/CPIScore,https://doi.org/10.1021/acs.jcim.4c01175,,,Structure-based Virtual Screening,Scoring Functions,Machine-learning scoring functions,,deep learning model designed to efficiently predict compound–protein interactions,5,2024-12-23T13:10:43Z,0 months ago,,0,Journal of Chemical Information and Modeling,5.6,material/speedometer
DAAP,https://gitlab.com/mahnewton/daap,https://doi.org/10.1186/s13321-024-00844-x,,,Structure-based Virtual Screening,Scoring Functions,Machine-learning scoring functions,,Distance plus attention for binding affinity prediction,,,,,2,Journal of Cheminformatics,7.1,material/speedometer
DeepAffinity,https://github.com/Shen-Lab/DeepAffinity,https://doi.org/10.1093/bioinformatics/btz111,,,Structure-based Virtual Screening,Scoring Functions,Machine-learning scoring functions,,Protein-compound affinity prediction through unified RNN-CNN.,140,2024-07-19T19:30:58Z,6 months ago,,359,Bioinformatics,4.4,material/speedometer
DeepBindGCN,https://github.com/haiping1010/DeepBindGCN,https://doi.org/10.3390/molecules28124691,,,Structure-based Virtual Screening,Scoring Functions,Machine-learning scoring functions,,Predicts protein ligand binding affinity non-dependent on docking conformation.,3,2023-04-07T08:59:03Z,21 months ago,,11,Molecules,4.2,material/speedometer
DeepBindRG,https://github.com/haiping1010/DeepBindRG,https://doi.org/10.7717%2Fpeerj.7362,,,Structure-based Virtual Screening,Scoring Functions,Machine-learning scoring functions,,A deep learning based method for estimating effective protein-ligand affinity.,15,2019-08-14T03:39:09Z,66 months ago,,69,PeerJ,2.3,material/speedometer
DeepGLSTM,https://github.com/MLlab4CS/DeepGLSTM,https://doi.org/10.1137/1.9781611977172.82,,,Structure-based Virtual Screening,Scoring Functions,Machine-learning scoring functions,,A model predicting binding affinity values between FDA-approved drugs and viral proteins of SARS-CoV-2.,17,2022-11-12T05:47:00Z,26 months ago,,37,Proceedings of the 2022 SIAM International Conference on Data Mining (SDM),2.2,material/speedometer
ECIF,https://github.com/DIFACQUIM/ECIF,https://doi.org/10.1093/bioinformatics/btaa982,,,Structure-based Virtual Screening,Scoring Functions,Machine-learning scoring functions,,Extended Connectivity Interaction Features for molecular analysis.,30,2021-09-23T17:11:49Z,40 months ago,,68,Bioinformatics,4.4,material/speedometer
EGGNet,https://github.com/aws-samples/eggnet-equivariant-graph-of-graph-neural-network,https://doi.org/10.1021/acsomega.3c04889,,,Structure-based Virtual Screening,Scoring Functions,Machine-learning scoring functions,,"Source code for EGGNet, a framework for protein complex pose scoring.",10,2023-04-28T20:16:45Z,21 months ago,,1,ACS Omega,3.7,material/speedometer
EIGN,https://github.com/wrihat/EIGN,https://doi.org/10.1109/TCBBIO.2025.3543162,,,Structure-based Virtual Screening,Scoring Functions,Machine-learning scoring functions,,Equivariant Interaction-Aware Graph Network for Predicting the Binding Affinity of Protein-Ligand,2,2024-03-25T08:54:58Z,,,0,IEEE Transactions on Computational Biology and Bioinformatics,,material/speedometer
ENS-Score,https://github.com/miladrayka/ENS_Score,https://doi.org/10.1002/minf.202300292,,,Structure-based Virtual Screening,Scoring Functions,Machine-learning scoring functions,,An ensemble?based approach to estimate confidence of predicted protein–ligand binding affinity values,3,2025-02-07T09:37:06Z,11 months ago,,2,Molecular Informatics,2.8,material/speedometer
ENS-Score GUI,https://github.com/miladrayka/ENS_SCORE_GUI,,,,Structure-based Virtual Screening,Scoring Functions,Machine-learning scoring functions,,,0,2025-02-07T09:36:38Z,11 months ago,,,,,material/speedometer
EquiScore,https://github.com/CAODH/EquiScore,https://doi.org/10.1101/2023.06.18.545464,,,Structure-based Virtual Screening,Scoring Functions,Machine-learning scoring functions,,A scoring function for virtual screening and eval with interpretable output.,68,2024-01-08T14:01:38Z,12 months ago,,2,,,material/speedometer
ET-Score,https://github.com/miladrayka/ET_Score,https://doi.org/10.1002/minf.202060084,,,Structure-based Virtual Screening,Scoring Functions,Machine-learning scoring functions,,A scoring function based on Extra Trees algorithm for predicting ligand-protein binding affinity.,8,2023-07-14T10:35:04Z,18 months ago,,10,Molecular Informatics,2.8,material/speedometer
FABind,https://github.com/QizhiPei/FABind,https://doi.org/10.32907/ro-106-4649,,,Structure-based Virtual Screening,Scoring Functions,Machine-learning scoring functions,,A fast and accurate protein-ligand binding model for NeurIPS 2023.,125,2025-03-06T03:57:23Z,6 months ago,,0,Research Outreach,,material/speedometer
FAST,https://github.com/llnl/fast,https://doi.org/10.1021/acs.jcim.0c01306,,,Structure-based Virtual Screening,Scoring Functions,Machine-learning scoring functions,,Fusion models for Atomic and molecular STructures aiming at predicting accurate protein-ligand binding affinity.,91,2023-07-11T21:02:10Z,18 months ago,,185,Journal of Chemical Information and Modeling,5.6,material/speedometer
FGNN,https://github.com/LinaDongXMU/FGNN,https://doi.org/10.1039/D3CP03651K,,,Structure-based Virtual Screening,Scoring Functions,Machine-learning scoring functions,,Predicts ligand binding affinity with graph neural networks and 3D structure-based complex graph.,4,2024-09-13T08:27:12Z,4 months ago,,2,Physical Chemistry Chemical Physics,2.9,material/speedometer
FitScore,,https://doi.org/10.1007/s10822-024-00570-4,,,Structure-based Virtual Screening,Scoring Functions,Machine-learning scoring functions,,FitScore: a fast machine learning-based score for 3D virtual screening enrichment,,,,,0,Journal of Computer-Aided Molecular Design,3,material/speedometer
FitScore,,https://doi.org/10.21203/rs.3.rs-4523265,,,Structure-based Virtual Screening,Scoring Functions,Machine-learning scoring functions,,,,,,,0,,,material/speedometer
FusionDTA,https://github.com/yuanweining/FusionDTA,https://doi.org/10.1093/bib/bbab506,,,Structure-based Virtual Screening,Scoring Functions,Machine-learning scoring functions,,A framework focusing on protein-ligand binding affinity prediction with deep learning techniques.,18,2024-02-22T07:51:19Z,11 months ago,,84,Briefings in Bioinformatics,6.8,material/speedometer
GBScore,https://github.com/miladrayka/GB_Score,https://doi.org/10.1002/minf.202200135,,,Structure-based Virtual Screening,Scoring Functions,Machine-learning scoring functions,,A scoring function based on Gradient Boosting Trees algorithm for predicting ligand-protein binding affinity.,6,2023-07-14T10:00:08Z,18 months ago,,4,Molecular Informatics,2.8,material/speedometer
GenScore,https://github.com/sc8668/GenScore,https://doi.org/10.1039%2Fd3sc02044d,,,Structure-based Virtual Screening,Scoring Functions,Machine-learning scoring functions,,A scoring framework for predicting protein-ligand binding affinity.,32,2023-01-28T12:01:07Z,24 months ago,,32,Chemical Science,7.6,material/speedometer
GGL-ETA-Score,https://github.com/MathIntelligence/GGL-ETA-Score,,,,Structure-based Virtual Screening,Scoring Functions,Machine-learning scoring functions,,This code computes features for both the SYBYL-GGL and ECIF-GGL models.,4,2023-01-18T17:05:28Z,24 months ago,,,,,material/speedometer
GIGN,https://github.com/guaguabujianle/GIGN,,,,Structure-based Virtual Screening,Scoring Functions,Machine-learning scoring functions,,Contains GNN-based models for protein-ligand binding affinity prediction.,38,2023-08-07T05:45:35Z,17 months ago,,,,,material/speedometer
GraphBAR,https://github.com/jtson82/graphbar,,,,Structure-based Virtual Screening,Scoring Functions,Machine-learning scoring functions,,deep-learning-based prediction model based on a graph convolutional neural network.,9,2022-01-17T04:19:28Z,36 months ago,,,,,material/speedometer
graphLambda,https://github.com/i-Molecule/graphLambda,https://doi.org/10.5281/zenodo.10620447,,,Structure-based Virtual Screening,Scoring Functions,Machine-learning scoring functions,,"A deep learning model to score protein-ligand binding affinity using PyTorch and PyTorch Geometric, focusing on the application of graphLambda model for training and result replication.",6,2024-02-05T17:11:48Z,11 months ago,,0,,,material/speedometer
GraphscoreDTA,https://github.com/CSUBioGroup/GraphscoreDTA,https://doi.org/10.1093/bioinformatics/btad340,,,Structure-based Virtual Screening,Scoring Functions,Machine-learning scoring functions,,A graph neural network for protein-ligand binding affinity prediction.,29,2024-05-16T13:47:46Z,8 months ago,,39,Bioinformatics,4.4,material/speedometer
HAC-Net,https://github.com/gregory-kyro/HAC-Net/,https://doi.org/10.1021/acs.jcim.3c00251,,,Structure-based Virtual Screening,Scoring Functions,Machine-learning scoring functions,,A Hybrid Attention-Based Convolutional Neural Network for Highly Accurate Protein-Ligand Binding Affinity Prediction.,55,2024-12-09T00:26:49Z,1 months ago,,35,Journal of Chemical Information and Modeling,5.6,material/speedometer
HaPPy,https://github.com/Jthy-af/HaPPy,https://doi.org/10.1007/s12539-023-00582-y,,,Structure-based Virtual Screening,Scoring Functions,Machine-learning scoring functions,,Utilizes multi-perspective graphs for protein-ligand binding affinity prediction.,5,2023-06-12T08:50:30Z,19 months ago,,2,Interdisciplinary Sciences: Computational Life Sciences,3.9,material/speedometer
HGScore,https://github.com/KevinCrp/HGScore,https://doi.org/10.37349/eds.2023.00010,,,Structure-based Virtual Screening,Scoring Functions,Machine-learning scoring functions,,A Heterogeneous Graph Convolutional Neural Network to score a protein-ligand complex.,4,2023-11-17T13:12:18Z,14 months ago,,1,Exploration of Drug Science,,material/speedometer
HydraScreen,https://github.com/Ro5-ai/hydrascreen,https://doi.org/10.1021/acs.jcim.4c00481,https://hydrascreen.ro5.ai/paper,,Structure-based Virtual Screening,Scoring Functions,Machine-learning scoring functions,,utilizes a state-of-the-art 3D convolutional neural network designed for the effective representation of molecular structures and interactions in protein–ligand binding,7,2024-06-25T07:08:27Z,6 months ago,,1,Journal of Chemical Information and Modeling,5.6,material/speedometer
IGModel,https://github.com/zchwang/IGModel,https://doi.org/10.1093/bib/bbae145,,,Structure-based Virtual Screening,Scoring Functions,Machine-learning scoring functions,,predicting the root mean square deviation of docking poses and the binding strength,17,2025-01-04T11:29:34Z,,,6,Briefings in Bioinformatics,6.8,material/speedometer
iScore,https://github.com/i-TripleD/iScore,https://doi.org/10.1021/acs.jcim.4c02192,,,Structure-based Virtual Screening,Scoring Functions,Machine-learning scoring functions,,,13,2024-06-14T13:00:08Z,,,0,Journal of Chemical Information and Modeling,5.6,material/speedometer
KDeep,,https://doi.org/10.1021/acs.jcim.7b00650,https://playmolecule.org/Kdeep/,,Structure-based Virtual Screening,Scoring Functions,Machine-learning scoring functions,,protein-ligand affinity predictor based on DCNNs (Deep Convolutional Neural Networks).,,,,,697,Journal of Chemical Information and Modeling,5.6,material/speedometer
KIDA,https://github.com/RuiqiangLu/KIDA,https://doi.org/10.1093/bib/bbad145,,,Structure-based Virtual Screening,Scoring Functions,Machine-learning scoring functions,,Process for extracting protein pockets and generating training data for KIDA.,2,2023-04-14T11:23:42Z,21 months ago,,5,Briefings in Bioinformatics,6.8,material/speedometer
Lee2023a,https://github.com/Lee1701/Lee2023a,https://doi.org/10.1021/acs.jctc.3c01337.s001,,,Structure-based Virtual Screening,Scoring Functions,Machine-learning scoring functions,,Meta-modeling of ligand-protein binding affinity.,0,2024-10-01T13:17:05Z,3 months ago,,0,,,material/speedometer
MBI-Score,,,,https://khashanlab.org/mbi-score/,Structure-based Virtual Screening,Scoring Functions,Machine-learning scoring functions,,Utilizes graph representation for protein-ligand interfacial atoms in native complexes for scoring.,,,,,,,,material/speedometer
MGraphDTA,https://github.com/guaguabujianle/MGraphDTA,https://doi.org/10.1039/D1SC05180F,,,Structure-based Virtual Screening,Scoring Functions,Machine-learning scoring functions,,Implements a high-efficiency concordance index for performance evaluation of drug-target affinity prediction.,49,2024-08-23T11:12:34Z,5 months ago,,187,Chemical Science,7.6,material/speedometer
Milbinding,https://github.com/guidotiana/Milbinding,https://doi.org/10.1021/acs.jcim.4c00752,,,Structure-based Virtual Screening,Scoring Functions,Machine-learning scoring functions,,binary binding prediction,3,2024-10-04T09:11:34Z,3 months ago,,0,Journal of Chemical Information and Modeling,5.6,material/speedometer
