ENTRY NAME,CODE,PUBLICATION,WEBSERVER,LINK,FOLDER1,CATEGORY1,SUBCATEGORY1,SUBSUBCATEGORY1,DESCRIPTION,GITHUB_STARS,LAST_COMMIT,LAST_COMMIT_AGO,LICENSE,CITATIONS,PAGE_ICON
Py Screener,https://github.com/coleygroup/pyscreener,https://doi.org/10.21105/joss.03950/status.svg,,,VS Workflows,Full Workflows,,,"PyScreener is a pythonic interface to virtual screening software, offering a library and tools for conducting high-throughput virtual screening (HTVS) via Python calls.",83.0,12/2022,21 months ago,,0.0,fontawesome/solid/vr-cardboard
PyRMD2Dock,https://github.com/cosconatilab/PyRMD,https://doi.org/10.1021/acs.jcim.1c00653,,,VS Workflows,Full Workflows,,,Streamlining Large Chemical Library Docking with Artificial Intelligence: the PyRMD2Dock (and PyRMD) (ultralarge screening - 2023) (standalone).,76.0,06/2023,14 months ago,,25.0,fontawesome/solid/vr-cardboard
Scipion,https://github.com/scipion-chem/scipion-chem,https://doi.org/10.1021/acs.jcim.3c01085,,,VS Workflows,Full Workflows,,,"Scipion is a framework plugin that defines objects and protocols for CHEMoinformatics, incorporating various tools from the Autodock software suite and other computational chemistry tools.",7.0,09/2024,0 months ago,,2.0,fontawesome/solid/vr-cardboard
VFLP,https://github.com/VirtualFlow/VFLP?tab=readme-ov-file,https://doi.org/10.1038/s41586-020-2117-z,,,VS Workflows,Full Workflows,,,"VFLP (VirtualFlow for Ligand Preparation) is also part of the VirtualFlow project, focusing on preparing ligands for virtual screening tasks, utilizing the same core technology as VFVS.",51.0,10/2023,10 months ago,,371.0,fontawesome/solid/vr-cardboard
VFVS,https://github.com/VirtualFlow/VFVS,https://doi.org/10.1038/s41586-020-2117-z,,,VS Workflows,Full Workflows,,,"VFVS (VirtualFlow for Virtual Screening) is part of the VirtualFlow project, a parallel workflow platform for virtual screening tasks on Linux-based clusters, tailored for large-scale virtual screenings.",153.0,08/2024,0 months ago,,371.0,fontawesome/solid/vr-cardboard
VSpipe-GUI,https://github.com/rashid-bioinfo/vspipe-gui/tree/master/Installation_Guide,https://doi.org/10.3390%2Fijms25042002,,,VS Workflows,Full Workflows,,,"an Interactive Graphical User Interface for Virtual Screening and Hit Selection (examples with fragment docking...) (standalone, published 2024).",0.0,10/2023,10 months ago,,1.0,fontawesome/solid/vr-cardboard
warpDOCK,https://github.com/BruningLab/warpDOCK,https://doi.org/10.1021/acsomega.3c02249,,,VS Workflows,Full Workflows,,,Large-Scale Virtual Drug Discovery Using Cloud Infrastructure (ultralarge screening) (standalone).,4.0,10/2023,11 months ago,,1.0,fontawesome/solid/vr-cardboard
Mcule Cloud CADD Platform,,,https://mcule.com/hit-identification/,,VS Workflows,Full Workflows,,,Comprehensive set of drug discovery tools that can be used as LEGO bricks to build up complex workflows,,,,,,fontawesome/solid/vr-cardboard
DrugFlow,,https://doi.org/10.1021/acs.jcim.4c00621,https://drugflow.com/#/,,VS Workflows,Full Workflows,,,,,,,,0.0,fontawesome/solid/vr-cardboard
SmartCADD,https://github.com/SMU-CATCO/SmartCADD,https://doi.org/10.1021/acs.jcim.4c00720,,,VS Workflows,Full Workflows,,,AI-QM Empowered Drug Discovery Platform with Explainability,18.0,06/2024,2 months ago,,0.0,fontawesome/solid/vr-cardboard
A practical guide to large-scale docking,,https://doi.org/10.1038/s41596-021-00597-z,,https://www.nature.com/articles/s41596-021-00597-z,VS Workflows,Guides,,,,,,,,268.0,material/school
EvoTec,,,,https://link.springer.com/article/10.1007/s10822-021-00431-4,VS Workflows,Workflow Calibration + Optimisation,,,,,,,,,material/cog-refresh
Avogadro,,https://doi.org/10.1186/1758-2946-4-17,,https://avogadro.cc/,Visualisation Tools,3D visualization tools,,,advanced molecule editor and visualizer designed for cross-platform use (draw molecules...) (standalone),,,,,6468.0,material/video-3d-variant
BlendMol,,https://doi.org/10.1093/bioinformatics/bty968,,http://durrantlab.com/blendmol/,Visualisation Tools,3D visualization tools,,,Advanced Macromolecular Visualization in Blender (standalone),,,,,30.0,material/video-3d-variant
Chimera,,https://doi.org/10.1002/jcc.20084,,https://www.cgl.ucsf.edu/chimera/,Visualisation Tools,3D visualization tools,,,(standalone),,,,,37007.0,material/video-3d-variant
ChimeraX,,https://doi.org/10.1002/pro.3235,,https://www.cgl.ucsf.edu/chimerax/,Visualisation Tools,3D visualization tools,,,molecular graphics (standalone),,,,,3813.0,material/video-3d-variant
MichelaNGLO,,,,https://michelanglo.sgc.ox.ac.uk/,Visualisation Tools,3D visualization tools,,,An interactive protein on your website with a few clicks (standalone),,,,,,material/video-3d-variant
MolView,,https://doi.org/10.1016/0263-7855(94)00019-O,,http://molview.org/,Visualisation Tools,3D visualization tools,,,draw and viewer in 2D or 3D of small molecules and proteins (online),,,,,84.0,material/video-3d-variant
Nglviewer,,https://doi.org/10.1093/nar/gkv402,,http://nglviewer.org/ngl/,Visualisation Tools,3D visualization tools,,,view molecular 3D structures (online),,,,,373.0,material/video-3d-variant
OpenStructure,,https://doi.org/10.1107%2FS0907444913007051,,http://www.openstructure.org/,Visualisation Tools,3D visualization tools,,,look at molecular structures (standalone),,,,,91.0,material/video-3d-variant
Protein Imager,,https://doi.org/10.1093/bioinformatics/btaa009,,https://3dproteinimaging.com/protein-imager/,Visualisation Tools,3D visualization tools,,,3D molecular structure display (online),,,,,150.0,material/video-3d-variant
PyMol,,,,https://www.pymol.org/,Visualisation Tools,3D visualization tools,,,molecular graphics (standalone),,,,,,material/video-3d-variant
Pymol-script-repo,https://github.com/Pymol-Scripts/Pymol-script-repo,,,,Visualisation Tools,3D visualization tools,,,PyMol python scripts (standalone),434.0,08/2024,0 months ago,,,material/video-3d-variant
PyMolshortcuts,https://github.com/MooersLab/pymolshortcuts,https://doi.org/10.1002/pro.3781,,,Visualisation Tools,3D visualization tools,,,Shortcuts For Faster Image Creation in PyMOL - Scripts (standalone),66.0,05/2024,4 months ago,,99.0,material/video-3d-variant
QuteMol,,,,http://qutemol.sourceforge.net/,Visualisation Tools,3D visualization tools,,,(standalone),,,,,,material/video-3d-variant
SAMSON,,,,https://www.samson-connect.net/app/main?execution=e1s1,Visualisation Tools,3D visualization tools,,,"software for adaptative modeling and simulation (nano), GROMACS can be launched from SAMSON... (standalone)",,,,,,material/video-3d-variant
VMD,,https://doi.org/10.1016/0263-7855(96)00018-5,,http://www.ks.uiuc.edu/Research/vmd/,Visualisation Tools,3D visualization tools,,,molecular visualization program (standalone),,,,,48303.0,material/video-3d-variant
VTX,https://gitlab.com/VTX_mol/VTX,,,,Visualisation Tools,3D visualization tools,,,"High performance molecular visualization software (Windows, Linux) (standalone)",,,,,,material/video-3d-variant
Web3DMol,,https://doi.org/10.1093/nar/gkx383,,http://web3dmol.net/,Visualisation Tools,3D visualization tools,,,view protein in 3D and sequences (online),,,,,21.0,material/video-3d-variant
YASARA,,https://doi.org/10.1007/978-1-4939-7366-8_4,,http://www.yasara.org/,Visualisation Tools,3D visualization tools,,,"molecular-graphics, -modeling and -simulation program (standalone)",,,,,328.0,material/video-3d-variant
MolViewSpec,,https://doi.org/10.1002/cpz1.1099,,https://molstar.org/mol-view-spec/,Visualisation Tools,3D visualization tools,,,Toolkit and Mol* Extension for Describing Molecular Visualizations,,,,,1.0,material/video-3d-variant
LigPlot+,,https://doi.org/10.1021/ci200227u,,http://www.ebi.ac.uk/thornton-srv/software/LigPlus/,Visualisation Tools,Binding + Docking Poses,,,view protein-ligand interactions in 2D (standalone),,,,,4272.0,material/cube-scan
PLEXVIEW,,,,https://open.playmolecule.org/login?from=/tools/plexview,Visualisation Tools,Binding + Docking Poses,,,2D interaction diagrams (play molecule account required),,,,,,material/cube-scan
PoseEdit,,https://doi.org/10.1007%2Fs10822-023-00522-4,,https://proteins.plus/help/poseview2,Visualisation Tools,Binding + Docking Poses,,,editable 2D interaction diagrams,,,,,29.0,material/cube-scan
PoseView,,https://doi.org/10.1186/1758-2946-2-S1-P50,,https://proteins.plus/help/poseview,Visualisation Tools,Binding + Docking Poses,,,2D interaction diagrams,,,,,69.0,material/cube-scan
bioRENDER,,,,https://biorender.com/,Visualisation Tools,Biology + Medicine,,,Professional medical art images (commercial) (online),,,,,,material/medication
Servier Medical Art,,,,https://smart.servier.com/,Visualisation Tools,Biology + Medicine,,,Free medical images provided by Servier (standalone),,,,,,material/medication
BKchem,,,,http://bkchem.zirael.org/,Visualisation Tools,Chemistry,,,chemical drawing program (standalone),,,,,,material/molecule
Chemfig,,,,https://www.ctan.org/pkg/chemfig,Visualisation Tools,Chemistry,,,draw molecules with easy syntax (standalone),,,,,,material/molecule
Chemtools,,https://doi.org/10.1016/j.cplett.2016.07.039,,http://ruby.chemie.uni-freiburg.de/~martin/chemtool,Visualisation Tools,Chemistry,,,program for drawing chemical structures (standalone),,,,,51.0,material/molecule
JChemPaint,,,,http://jchempaint.github.io/,Visualisation Tools,Chemistry,,,chemical 2D structure editor (standalone),,,,,,material/molecule
Molsketch,,,,http://sourceforge.net/projects/molsketch,Visualisation Tools,Chemistry,,,2D molecular editing tool (standalone),,,,,,material/molecule
PubChem Sketcher,,https://doi.org/10.1186%2F1758-2946-1-20,,http://pubchem.ncbi.nlm.nih.gov/edit2/index.html,Visualisation Tools,Chemistry,,,A web-based tool for chemical sketching...(online),,,,,77.0,material/molecule
SketchEl,,,,http://sketchel.sourceforge.net/,Visualisation Tools,Chemistry,,,interactive chemical molecule sketching tool (standalone),,,,,,material/molecule
SMARTS-plus,,https://doi.org/10.1002/minf.202000216,,https://smarts.plus/,Visualisation Tools,Chemistry,,,,,,,,9.0,material/molecule
SmilesDrawer,,https://doi.org/10.1021/acs.jcim.7b00425,,https://doc.gdb.tools/smilesDrawer/,Visualisation Tools,Chemistry,,,,,,,,51.0,material/molecule
CineMol,https://github.com/moltools/cinemol,https://doi.org/10.1186/s13321-024-00851-y,,https://moltools.bioinformatics.nl/cinemol,Visualisation Tools,Chemistry,,,direct-to-SVG small molecule drawer,21.0,06/2024,3 months ago,,0.0,material/molecule
C-SPADE,,https://doi.org/10.1093/nar/gkx384,,https://cspade.fimm.fi/help,Visualisation Tools,Drug Screening Data,,,interactive and innovative visualization tool for drug screening data (web-app),,,,,17.0,material/pill
InteractiVenn,,https://doi.org/10.1186/s12859-015-0611-3,,http://www.interactivenn.net/,Visualisation Tools,General Plotting,,,a web-based tool for Venn diagrams (up to 6 datasets - online),,,,,1575.0,material/chart-bar-stacked
Raincloud plots,https://github.com/RainCloudPlots/RainCloudPlots,https://doi.org/10.12688/wellcomeopenres.15191.2,,,Visualisation Tools,General Plotting,,,a multi-platform tool for robust data visualization (standalone),816.0,03/2023,17 months ago,,245.0,material/chart-bar-stacked
Venny,,,,http://bioinfogp.cnb.csic.es/tools/venny/,Visualisation Tools,General Plotting,,,,,,,,,material/chart-bar-stacked
Chemical Space dataviz,https://github.com/vfscalfani/CSN_tutorial,https://doi.org/10.1186/s13321-022-00664-x,,,Visualisation Tools,High-dimensional data + Dimensionality reduction,,,Visualizing chemical space networks with RDKit and NetworkX (standalone),29.0,12/2023,8 months ago,,11.0,fontawesome/solid/eye
ChemTreeMap,,https://doi.org/10.1093%2Fbioinformatics%2Fbtw523,,http://ajing.github.io/ChemTreeMap/,Visualisation Tools,High-dimensional data + Dimensionality reduction,,,,,,,,15.0,fontawesome/solid/eye
TMAP,,,,http://tmap.gdb.tools/,Visualisation Tools,High-dimensional data + Dimensionality reduction,,,"A new data visualization method, TMAP, capable of representing data sets of up to millions of data points and arbitrary high dimensionality as a two-dimensional tree.",,,,,,fontawesome/solid/eye
t-SNE,,,,https://scikit-learn.org/stable/modules/generated/sklearn.manifold.TSNE.html,Visualisation Tools,High-dimensional data + Dimensionality reduction,,,,,,,,,fontawesome/solid/eye
ugtm,https://github.com/hagax8/ugtm,https://doi.org/10.5334/jors.235/):,,,Visualisation Tools,High-dimensional data + Dimensionality reduction,,,a python package for Generative Topographic Mapping (GTM) - dataviz - classification - regression (standalone),46.0,02/2021,43 months ago,,0.0,fontawesome/solid/eye
UMAP,,https://doi.org/10.21105/joss.00861,,https://umap-learn.readthedocs.io/en/latest/basic_usage.html,Visualisation Tools,High-dimensional data + Dimensionality reduction,,,Uniform Manifold Approximation and Projection,,,,,5597.0,fontawesome/solid/eye
MolPlotLy,https://github.com/wjm41/molplotly,,,,Visualisation Tools,Interactive Plots,,,"Molplotly is an add-on to Plotly, built on RDKit, allowing 2D images of molecules to be shown in Plotly figures when hovering over data points.",237.0,04/2024,5 months ago,,,material/chart-timeline-variant-shimmer
Pyrite,https://github.com/durrantlab/pyrite/,https://doi.org/10.1002/jcc.25155,,http://durrantlab.com/pyrite/,Visualisation Tools,MD Simulations,,,A blender plugin for visualizing molecular dynamics simulations using industry-standard rendering techniques,8.0,05/2020,52 months ago,,10.0,material/file-find
Chorus,https://github.com/mojaie/chorus,,,,Visualisation Tools,Other,,,"Chorus is a simple toolkit for chemical structure graph modeling, drawing, and analysis, offering features like structure image export, import/export to .sdf and .mol, and substructure search.",5.0,08/2020,49 months ago,,,material/dots-horizontal
Jmol,,,,http://jmol.sourceforge.net/,Visualisation Tools,Other,,,The request did not retrieve specific information; Jmol is a browser-based HTML5 and standalone Java viewer for 3D chemical structures.,,,,,,material/dots-horizontal
Kiwii,https://github.com/mojaie/kiwiii?tab=readme-ov-file,https://doi.org/10.1007/s10822-014-9760-0,,,Visualisation Tools,Other,,,"Kiwii is a web application for chemical data analysis and visualization, featuring drug candidate data profiling, data integration via Flashflood web server, and network-based structure-activity relationship (SAR) analysis.",15.0,02/2022,31 months ago,,61.0,material/dots-horizontal
rdkit-js,https://github.com/rdkit/rdkit-js,,,,Visualisation Tools,Other,,,"RDKit-js brings powerful cheminformatics and molecule rendering capabilities to JavaScript, powered by RDKit via WebAssembly.",141.0,08/2024,0 months ago,,,material/dots-horizontal
